name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jayvaughn Pinkston,26,0.133,0.125,0.6,0.011000000000000001,0,0,2013-14
James Bell,16,0.155,0.138,0.5329999999999999,0.021,0,0,2013-14
Josh Hart,16,0.214,0.185,0.667,0.048,0,0,2013-14
Daniel Ochefu,13,0.13699999999999998,0.091,0.462,0,0,NA,2013-14
Darrun Hilliard,5,0.026000000000000002,0.042,1,0.053,0.067,0.5,2013-14
Kris Jenkins,4,0.267,0.125,0.25,0,0,NA,2013-14
Tony Chennault,1,0.036000000000000004,0,0,0,0,NA,2013-14
Dylan Ennis,1,0.034,0.062,1,0,0,NA,2013-14
Ryan Arcidiacono,1,0,0,NA,0,0,NA,2013-14
Total,83,0.115,0.10300000000000001,0.5710000000000001,0.013000000000000001,0.006999999999999999,0.2,2013-14
