name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rakeem Buckles,35,0.185,0.2,0.667,0.078,0.061,0.25,2013-14,FIU
Tymell Murphy,30,0.10800000000000001,0.127,0.8079999999999999,0.077,0.21100000000000002,1,2013-14,FIU
Jerome Frink,23,0.14800000000000002,0.147,0.588,0.09,0.08,0.33299999999999996,2013-14,FIU
Dominique Williams,15,0.409,0.5379999999999999,0.778,0.158,0.2,0.33299999999999996,2013-14,FIU
Dennis Mavin,8,0.04,0.076,1,0.026000000000000002,0,0,2013-14,FIU
DE,4,0.667,1,0.5,0,NA,NA,2013-14,FIU
Jason Boswell,4,0.114,0.21100000000000002,1,0,0,NA,2013-14,FIU
PORCHER,3,0.091,0.125,1,0.077,0,0,2013-14,FIU
Ivan Jurkovic,2,0,0,NA,0.2,0,0,2013-14,FIU
Cody Mann,1,0.025,0,0,0,0,NA,2013-14,FIU
Raymond Taylor,1,0.028999999999999998,0,0,0,0,NA,2013-14,FIU
George Naldjieff,1,0.2,0,0,NA,NA,NA,2013-14,FIU
Total,127,0.122,0.145,0.711,0.071,0.079,0.345,2013-14,FIU
