start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.105,0.391,0.46,0.603,0.204,0.179,0.336,0.152,2012-13
"Rebound, 11-30 s",0.214,0.39299999999999996,0.282,0.48100000000000004,0.414,0.31,0.304,0.282,2012-13
"Opp score, 0-10 s",0.061,0.369,0.28800000000000003,0.304,0.3,0.375,0.41200000000000003,0.273,2012-13
"Opp score, 11-30 s",0.371,0.366,0.239,0.44,0.40299999999999997,0.281,0.358,0.276,2012-13
"Steal, 0-10 s",0.076,0.595,0.61,0.705,0.2,0.3,0.19,0.368,2012-13
"Steal, 11-30 s",0.034,0.4,0.133,0.33299999999999996,0.489,0.318,0.37799999999999995,0.353,2012-13
Transition,0.242,0.45,0.46399999999999997,0.599,0.22699999999999998,0.278,0.309,0.235,2012-13
