name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevin Gray,13,0.22899999999999998,0.28,0.636,0.023,0,0,2012-13,NorthernIll.
Keith Gray,13,0.18,0.14300000000000002,0.364,0.065,0,0,2012-13,NorthernIll.
Darrell Bowie,10,0.10099999999999999,0.11800000000000001,0.667,0.021,0,0,2012-13,NorthernIll.
Sam Mader,10,0.273,0.33299999999999996,0.778,0.021,0.071,1,2012-13,NorthernIll.
Abdel Nader,8,0.107,0.081,0.375,0,0,NA,2012-13,NorthernIll.
Aksel Bolin,7,0.08900000000000001,0.132,1,0.043,0,0,2012-13,NorthernIll.
Akeem Springs,7,0.207,0.133,0.33299999999999996,0.022000000000000002,0,0,2012-13,NorthernIll.
Mike Davis,5,0.087,0.045,0.25,0.021,0,0,2012-13,NorthernIll.
Travon Baker,3,0.073,0.111,0.667,0,0,NA,2012-13,NorthernIll.
J.J. Cravatta,2,0.2,0.5,1,0.14300000000000002,0,0,2012-13,NorthernIll.
Daveon Balls,2,0.03,0.083,1,0.024,0.111,1,2012-13,NorthernIll.
Antone Christian,1,0.25,0,0,0,0,NA,2012-13,NorthernIll.
Total,81,0.132,0.14400000000000002,0.565,0.022000000000000002,0.013000000000000001,0.16699999999999998,2012-13,NorthernIll.
