shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.309,0.643,0.068,0.69,2012-13
2pt Jumpers,0.264,0.324,0.052000000000000005,0.342,2012-13
3pt Shots,0.42700000000000005,0.34299999999999997,0.005,0.345,2012-13
