name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Fran Dougherty,22,0.10300000000000001,0.09699999999999999,0.6,0.07400000000000001,0.068,0.429,2013-14
Darien Nelson-Henry,15,0.102,0.128,0.833,0.079,0.14300000000000002,0.667,2013-14
Henry Brooks,7,0.162,0.136,0.5,0.013000000000000001,0.032,1,2013-14
Cameron Gunter,5,0.35700000000000004,0.444,0.8,0,0,NA,2013-14
Dylan Jones,5,0.182,0.091,0.25,0.083,0,0,2013-14
Miles Jackson-Cartwright,4,0.037000000000000005,0.034,0.5,0.033,0.083,1,2013-14
Dau Jok,2,0.16699999999999998,0.25,1,0.2,1,1,2013-14
Matt Howard,2,0.25,0.2,0.5,0,0,NA,2013-14
Tony Hicks,2,0.01,0.016,1,0.008,0,0,2013-14
Greg Louis,1,0.1,0,0,0,0,NA,2013-14
Total,65,0.083,0.087,0.633,0.032,0.048,0.562,2013-14
