name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Nana Foulland,24,0.1,0.068,0.4,0.078,0.09300000000000001,0.556,2015-16,Bucknell
D.J. MacLeay,14,0.17600000000000002,0.174,0.667,0.125,0.1,0.5,2015-16,Bucknell
Dom Hoffman,13,0.231,0.226,0.583,0,0,NA,2015-16,Bucknell
Zach Thomas,11,0.094,0.078,0.5,0.062,0.053,0.33299999999999996,2015-16,Bucknell
Chris Hass,10,0.078,0.09,0.667,0,0,NA,2015-16,Bucknell
Ryan Frazier,3,0.013000000000000001,0.028999999999999998,1,0.077,0,0,2015-16,Bucknell
Stephen Brown,3,0.01,0.017,1,0.024,0.05,1,2015-16,Bucknell
Ben Oberfeld,1,0.14300000000000002,0.25,1,0,0,NA,2015-16,Bucknell
Nate Sestina,1,0.16699999999999998,0,0,0,0,NA,2015-16,Bucknell
Nate Jones,1,0.083,0.14300000000000002,1,0,0,NA,2015-16,Bucknell
Total,81,0.084,0.085,0.574,0.04,0.043,0.47100000000000003,2015-16,Bucknell
