name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Braelen Bridges,22,0.22399999999999998,0.203,0.632,0.023,0.048,1,2019-20,UIC
Michael Diggins,17,0.14,0.16899999999999998,0.846,0.054000000000000006,0,0,2019-20,UIC
Jordan Blount,14,0.14300000000000002,0.146,0.667,0.109,0.059000000000000004,0.2,2019-20,UIC
Deon Ejim,11,0.22,0.174,0.444,0.077,0.14300000000000002,0.5,2019-20,UIC
Godwin Boahen,7,0.06,0.085,0.8,0.012,0.038,1,2019-20,UIC
Jacob Wiley,7,0.102,0.083,0.5,0.034,0,0,2019-20,UIC
Tarkus Ferguson,6,0.05,0.062,0.8,0.013999999999999999,0.04,1,2019-20,UIC
Brian Taylor,2,0.083,0.067,0.5,0,0,NA,2019-20,UIC
Jamie Ahale,1,0.125,0,0,0,0,NA,2019-20,UIC
Marcus Ottey,1,0.009000000000000001,0.018000000000000002,1,0,0,NA,2019-20,UIC
Total,88,0.105,0.111,0.657,0.03,0.033,0.41200000000000003,2019-20,UIC
