start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.124,0.532,0.32,0.662,0.14800000000000002,0.267,0.532,0.35200000000000004,2019-20,Gardner-Webb
"Rebound, 11-30 s",0.231,0.475,0.27899999999999997,0.61,0.326,0.325,0.395,0.336,2019-20,Gardner-Webb
"Score, 0-10 s",0.057999999999999996,0.495,0.18899999999999997,0.722,0.21100000000000002,0.35,0.6,0.316,2019-20,Gardner-Webb
"Score, 11-30 s",0.386,0.483,0.223,0.596,0.322,0.39899999999999997,0.455,0.324,2019-20,Gardner-Webb
"Steal, 0-10 s",0.057,0.5429999999999999,0.591,0.727,0.10800000000000001,0.3,0.301,0.179,2019-20,Gardner-Webb
"Steal, 11-30 s",0.021,0.456,0.11800000000000001,0.5,0.441,0.4,0.441,0.33299999999999996,2019-20,Gardner-Webb
Transition,0.239,0.526,0.353,0.696,0.153,0.3,0.494,0.316,2019-20,Gardner-Webb
