name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Derrell Armstrong,20,0.083,0.096,0.727,0.087,0.11800000000000001,0.444,2012-13
Kelvin McNeil,19,0.156,0.151,0.5710000000000001,0.114,0.154,0.4,2012-13
Kayel Locke,15,0.065,0.10300000000000001,1,0.062,0.083,0.444,2012-13
David Williams,14,0.127,0.149,0.7,0.095,0,0,2012-13
Nicholas Paulos,10,0.5,0.462,0.667,0.048,0,0,2012-13
Trevis Simpson,9,0.034,0.05,1,0.027000000000000003,0.016,0.2,2012-13
VAN,6,0.125,0.158,0.75,0.054000000000000006,0.077,0.5,2012-13
Drew Parker,1,0,0,NA,0.053,0.125,1,2012-13
Brian Cole,1,1,NA,0,0,0,NA,2012-13
RJ White,1,0.25,0,0,0,0,NA,2012-13
Total,96,0.10300000000000001,0.11800000000000001,0.695,0.055,0.061,0.361,2012-13
