name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Luke McDonnell,19,0.149,0.16399999999999998,0.647,0.083,0.14300000000000002,0.5,2018-19,UNI
Tywhon Pickford,11,0.191,0.2,0.667,0.049,0.1,0.5,2018-19,UNI
Justin Dahl,5,0.107,0.11800000000000001,0.667,0.069,0.083,0.5,2018-19,UNI
Trae Berhow,3,0.053,0.083,1,0.02,0,0,2018-19,UNI
Isaiah Brown,3,0.036000000000000004,0.062,1,0.013999999999999999,0,0,2018-19,UNI
Austin Phyfe,2,0.16699999999999998,0.125,0.5,0,NA,NA,2018-19,UNI
AJ Green,2,0.05,0.042,0.5,0,0,NA,2018-19,UNI
Shandon Goldman,1,0.055999999999999994,0,0,0,0,NA,2018-19,UNI
Wyatt Lohaus,1,0,0,NA,0.008,0.019,1,2018-19,UNI
Miles Wentzien,1,0,0,NA,0.2,NA,0,2018-19,UNI
Total,48,0.084,0.095,0.6579999999999999,0.017,0.017,0.4,2018-19,UNI
