start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.057999999999999996,0.626,0.545,0.648,0.141,0.429,0.313,0.452,2015-16,Virginia
"Rebound, 11-30 s",0.316,0.5479999999999999,0.327,0.636,0.341,0.386,0.332,0.419,2015-16,Virginia
"Opp score, 0-10 s",0.025,0.5710000000000001,0.452,0.8420000000000001,0.095,0.5,0.452,0.21100000000000002,2015-16,Virginia
"Opp score, 11-30 s",0.395,0.521,0.313,0.607,0.40700000000000003,0.35600000000000004,0.28,0.444,2015-16,Virginia
"Steal, 0-10 s",0.042,0.62,0.6759999999999999,0.688,0.099,0.7140000000000001,0.225,0.25,2015-16,Virginia
"Steal, 11-30 s",0.038,0.462,0.308,0.7,0.446,0.345,0.24600000000000002,0.25,2015-16,Virginia
Transition,0.124,0.613,0.5710000000000001,0.6940000000000001,0.11800000000000001,0.52,0.311,0.33299999999999996,2015-16,Virginia
