name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mike Tobey,31,0.252,0.267,0.7929999999999999,0.027000000000000003,0.032,0.5,2015-16,Virginia
Anthony Gill,30,0.14400000000000002,0.171,0.828,0.008,0,0,2015-16,Virginia
Isaiah Wilkins,22,0.35100000000000003,0.359,0.7,0.025,0.03,0.5,2015-16,Virginia
Jack Salt,11,0.478,0.615,0.727,0,0,NA,2015-16,Virginia
Devon Hall,5,0.065,0.04,0.33299999999999996,0.047,0,0,2015-16,Virginia
Jarrod Reuter,4,0.2,0.25,0.75,0,0,NA,2015-16,Virginia
Malcolm Brogdon,3,0.02,0.034,1,0,0,NA,2015-16,Virginia
Marial Shayok,3,0.068,0.07400000000000001,0.667,0,0,NA,2015-16,Virginia
Darius Thompson,3,0.021,0.027999999999999997,1,0.053,0,0,2015-16,Virginia
Evan Nolte,1,0.1,0.16699999999999998,1,0,0,NA,2015-16,Virginia
Justice Bartley,1,1,NA,0,0,NA,NA,2015-16,Virginia
Caid Kirven,1,1,NA,0,0,0,NA,2015-16,Virginia
London Perrantes,1,0,0,NA,0.013999999999999999,0,0,2015-16,Virginia
Total,116,0.139,0.161,0.755,0.013999999999999999,0.008,0.222,2015-16,Virginia
