name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Leon Powell,53,0.298,0.312,0.7,0.067,0,0,2011-12,SoutheastMo.St.
Tyler Stone,27,0.156,0.17300000000000001,0.81,0.028999999999999998,0.034,0.5,2011-12,SoutheastMo.St.
Michael Porter,12,0.131,0.146,0.75,0.16,0.222,0.5,2011-12,SoutheastMo.St.
Marcus Brister,9,0.07400000000000001,0.055,0.444,0,0,NA,2011-12,SoutheastMo.St.
Marland Smith,7,0.083,0.053,0.4,0.031,0.045,0.5,2011-12,SoutheastMo.St.
Nino Johnson,4,0.182,0.17600000000000002,0.75,0,0,NA,2011-12,SoutheastMo.St.
Zach House,1,0.125,0.14300000000000002,1,0,NA,NA,2011-12,SoutheastMo.St.
Waylon Jones,1,0.5,1,1,0,NA,NA,2011-12,SoutheastMo.St.
Lucas Nutt,1,0,0,NA,0.071,0,0,2011-12,SoutheastMo.St.
Corey Wilford,1,0.042,0.059000000000000004,1,0,0,NA,2011-12,SoutheastMo.St.
Total,116,0.15,0.161,0.7,0.027999999999999997,0.03,0.375,2011-12,SoutheastMo.St.
