name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Marcanvis Hymon,35,0.282,0.28600000000000003,0.621,0.14300000000000002,0,0,2015-16
Sebastian Saiz,31,0.21,0.175,0.524,0.081,0.06,0.3,2015-16
Anthony Perez,12,0.16699999999999998,0.172,0.556,0.091,0,0,2015-16
Martavious Newby,12,0.19,0.174,0.33299999999999996,0,0,NA,2015-16
Stefan Moody,9,0.046,0.049,0.5710000000000001,0,0,NA,2015-16
Tomasz Gielo,8,0.065,0.12,1,0.049,0.034,0.25,2015-16
Rasheed Brooks,5,0.034,0.04,0.5,0.049,0,0,2015-16
Terence Davis,2,0.11800000000000001,0.2,1,0,NA,NA,2015-16
NEWBY,1,NA,NA,NA,1,NA,0,2015-16
Donte Fitzpatrick-Dorsey,1,0.025,0.045,1,0,0,NA,2015-16
Total,116,0.128,0.135,0.57,0.054000000000000006,0.022000000000000002,0.14800000000000002,2015-16
