name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Shaq Goodwin,35,0.166,0.11,0.44799999999999995,0.076,0.067,0.33299999999999996,2013-14
Austin Nichols,23,0.12300000000000001,0.10400000000000001,0.611,0.055999999999999994,0.03,0.2,2013-14
David Pellom,19,0.222,0.226,0.75,0.33299999999999996,0.5,0.33299999999999996,2013-14
Nick King,16,0.198,0.24,0.75,0,0,NA,2013-14
Geron Johnson,14,0.09699999999999999,0.069,0.41700000000000004,0.035,0,0,2013-14
Joe Jackson,11,0.065,0.057,0.5,0.009000000000000001,0,0,2013-14
Dominic Woodson,7,0.217,0.231,0.6,0.069,0,0,2013-14
Dixon Michael,6,0.012,0.023,1,0.027000000000000003,0.024,0.5,2013-14
Trey Draper,5,1,NA,0,0,NA,NA,2013-14
Kuran Iverson,4,0.182,0.25,1,0,0,NA,2013-14
Damien Wilson,4,0.235,0.1,0.25,0,NA,NA,2013-14
Anthony Cole,1,0.5,0,0,0,NA,NA,2013-14
Total,145,0.129,0.114,0.5539999999999999,0.04,0.027000000000000003,0.23800000000000002,2013-14
