name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Unique McLean,35,0.187,0.20600000000000002,0.6559999999999999,0.019,0.071,1,2019-20
Deniz Celen,22,0.16,0.191,0.812,0.055,0.036000000000000004,0.33299999999999996,2019-20
Yaradyah Evans,11,0.237,0.267,0.444,0.04,0,0,2019-20
Christian  Rohlehr,9,0.15,0.192,0.833,0.231,0.2,0.667,2019-20
Milija Cosic,7,0.16699999999999998,0.16,0.667,0.05,0,0,2019-20
Chauncey Hawkins,5,0.040999999999999995,0.061,0.8,0,0,NA,2019-20
Rob Higgins,3,0.026000000000000002,0.018000000000000002,0.33299999999999996,0,0,NA,2019-20
Rosel Hurley,3,0.034,0.083,1,0.047,0.077,0.5,2019-20
Jordan Williams,2,0.5,1,1,0,0,NA,2019-20
Larry Moreno,2,0,0,NA,0.33299999999999996,1,0.5,2019-20
Stevan Krtinic,2,0.038,0.071,1,0,0,NA,2019-20
Joshua Nurse,2,0.222,0.25,0.5,0,0,NA,2019-20
Trey Quartlebaum,1,0.2,0,0,0,0,NA,2019-20
Total,104,0.11900000000000001,0.14300000000000002,0.679,0.03,0.035,0.43799999999999994,2019-20
