name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Malcolm Hill,434.99999999999994,0.5670000000000001,0.509,0.163,0.775,0.255,0.41600000000000004,0.381,0.145,0.42100000000000004,0.355,0.769,0.469,0.784,2016-17
Maverick Morgan,265,0.561,0.54,0.313,0.7709999999999999,0.609,0.687,0.434,0.595,0,NA,NA,0.35100000000000003,0.6559999999999999,2016-17
Jalen Coleman-Lands,257,0.521,0.504,0.07400000000000001,0.42100000000000004,0.5,0.198,0.294,0.267,0.728,0.38,0.775,0.09699999999999999,0.84,2016-17
Tracy Abrams,244,0.553,0.531,0.18,0.523,0.087,0.299,0.41100000000000003,0.033,0.52,0.402,0.882,0.242,0.7120000000000001,2016-17
Leron Black,223,0.507,0.478,0.157,0.657,0.478,0.677,0.444,0.627,0.166,0.297,1,0.242,0.722,2016-17
Michael Finke,172,0.589,0.59,0.262,0.667,0.5329999999999999,0.215,0.43200000000000005,0.43799999999999994,0.523,0.41100000000000003,0.946,0.18,0.5479999999999999,2016-17
Te'Jon Lucas,114.99999999999999,0.498,0.461,0.33,0.5529999999999999,0.28600000000000003,0.391,0.311,0.071,0.278,0.375,0.583,0.617,0.5920000000000001,2016-17
Mike Thorne,95,0.538,0.547,0.253,0.833,0.55,0.747,0.451,0.375,0,NA,NA,0.368,0.457,2016-17
Kipper Nichols,86,0.537,0.523,0.337,0.7240000000000001,0.381,0.349,0.2,0.667,0.314,0.444,1,0.244,0.619,2016-17
Jaylon Tate,47,0.48700000000000004,0.40399999999999997,0.34,0.562,0.222,0.426,0.35,0.14300000000000002,0.23399999999999999,0.182,0,0.745,0.6859999999999999,2016-17
D.J. Williams,40,0.45999999999999996,0.45,0.2,0.75,0.5,0.55,0.409,0.33299999999999996,0.25,0.2,1,0.125,0.6,2016-17
Aaron Jordan,28.000000000000004,0.373,0.39299999999999996,0.14300000000000002,0.5,0.5,0.14300000000000002,0,NA,0.7140000000000001,0.3,1,0.214,0.16699999999999998,2016-17
Alex Austin,8,0.25,0.25,0.375,0.667,0,0.125,0,NA,0.5,0,NA,0,NA,2016-17
Clayton Jones,3,0.5760000000000001,0.5,0,NA,NA,0.33299999999999996,0,NA,0.667,0.5,0,0.33299999999999996,1,2016-17
Samson Oladimeji,1,0.41200000000000003,0,0,NA,NA,0,NA,NA,1,0,NA,3,0.667,2016-17
Total,2019.0000000000002,0.539,0.512,0.20800000000000002,0.6779999999999999,0.41200000000000003,0.43,0.396,0.384,0.36200000000000004,0.369,0.826,0.318,0.687,2016-17
