name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Denzel Keyes,33,0.18600000000000003,0.203,0.727,0.172,0.321,0.818,2017-18
Davaris McGowens,21,0.09300000000000001,0.079,0.5710000000000001,0.099,0.14300000000000002,0.5710000000000001,2017-18
Femi Olujobi,16,0.08,0.077,0.6920000000000001,0.025,0.04,0.667,2017-18
Japhet Kadji,6,0.107,0.125,0.667,0.115,0.2,0.667,2017-18
Kwei Lartey,6,0.125,0.105,0.5,0.182,1,0.5,2017-18
Devonte Boykins,6,0.079,0.027999999999999997,0.2,0.077,0.25,1,2017-18
Kameron Langley,4,0.037000000000000005,0.061,1,0,0,NA,2017-18
Raymon Pratt,4,0.057,0.08,1,0.667,1,0.5,2017-18
Milik Gantz,3,0.038,0.028999999999999998,0.5,0.083,0.25,1,2017-18
Aaren Edmead,2,0.012,0.026000000000000002,1,0,0,NA,2017-18
D'Andre Johnson,1,0.25,0,0,0,0,NA,2017-18
Amari Hamilton,1,0.048,0,0,0,0,NA,2017-18
Dalen Dotson,1,1,1,1,0,NA,NA,2017-18
Total,104,0.084,0.085,0.644,0.07,0.131,0.7,2017-18
