shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.374,0.638,0.065,0.6829999999999999,2016-17
2pt Jumpers,0.23199999999999998,0.402,0.055999999999999994,0.426,2016-17
3pt Shots,0.39399999999999996,0.35,0.004,0.35100000000000003,2016-17
