name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Max Mahoney,26,0.09699999999999999,0.087,0.625,0.019,0.02,0.5,2018-19
Jack Hemphill,11,0.22,0.185,0.455,0,0,NA,2018-19
Sukhmail Mathon,7,0.12,0.14800000000000002,0.667,0.027999999999999997,0.05,1,2018-19
Jordan Guest,6,0.136,0.07400000000000001,0.33299999999999996,0,0,NA,2018-19
Javante McCoy,4,0.037000000000000005,0.022000000000000002,0.33299999999999996,0.01,0,0,2018-19
Tyler Scanlon,3,0.028999999999999998,0.043,1,0,0,NA,2018-19
Fletcher Tynen,3,0.051,0.038,0.5,0,0,NA,2018-19
Jonas Harper,3,0.049,0.043,0.5,0.055999999999999994,0,0,2018-19
Andrew Petcash,1,0.111,0.16699999999999998,1,0,0,NA,2018-19
Alex Vilarino,1,0.01,0.017,1,0,0,NA,2018-19
Total,65,0.075,0.069,0.5760000000000001,0.01,0.01,0.4,2018-19
