name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jared Sam,27,0.162,0.193,0.8420000000000001,0.08199999999999999,0.079,0.375,2015-16
Tony Nunn,18,0.24100000000000002,0.27,0.769,0.106,0.16699999999999998,0.6,2015-16
Chris Thomas,14,0.149,0.172,0.7140000000000001,0.079,0.077,0.28600000000000003,2015-16
Shawn Prudhomme,12,0.132,0.138,0.8,0.028999999999999998,0.045,0.5,2015-16
Adrian Rodgers,11,0.08199999999999999,0.083,0.667,0.025,0.013999999999999999,0.2,2015-16
D'Arian Allen,10,0.175,0.185,0.7140000000000001,0.1,0.14300000000000002,0.667,2015-16
Trelun Banks,5,0.040999999999999995,0.067,0.75,0,0,NA,2015-16
Rashad Andrews,2,0,0,NA,0.071,0.083,0.5,2015-16
Christopher Hyder,2,0.017,0.028999999999999998,1,0,0,NA,2015-16
Thomas Pierre-Louis,1,0.25,0.33299999999999996,1,0,NA,NA,2015-16
Laquentin Collins,1,0.059000000000000004,0,0,0,0,NA,2015-16
Total,103,0.106,0.129,0.7709999999999999,0.040999999999999995,0.047,0.406,2015-16
