shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.361,0.605,0.08,0.6579999999999999,2018-19
2pt Jumpers,0.285,0.384,0.033,0.39799999999999996,2018-19
3pt Shots,0.354,0.358,0.001,0.359,2018-19
