shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33399999999999996,0.535,0.141,0.623,2015-16
2pt Jumpers,0.292,0.33399999999999996,0.037000000000000005,0.34700000000000003,2015-16
3pt Shots,0.374,0.34,0.006999999999999999,0.34299999999999997,2015-16
