shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.217,0.659,0.063,0.703,2013-14
2pt Jumpers,0.342,0.38799999999999996,0.07,0.418,2013-14
3pt Shots,0.441,0.34,0.009000000000000001,0.34299999999999997,2013-14
