shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.166,0.691,0.068,0.741,2011-12,Purdue
2pt Jumpers,0.498,0.424,0.092,0.467,2011-12,Purdue
3pt Shots,0.336,0.344,0.005,0.34600000000000003,2011-12,Purdue
