name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
James Banks III,36,0.19699999999999998,0.14300000000000002,0.52,0.11,0.162,0.545,2018-19
Abdoulaye Gueye,18,0.16699999999999998,0.16699999999999998,0.667,0.091,0.087,0.444,2018-19
Moses Wright,9,0.099,0.10300000000000001,0.75,0.012,0.042,1,2018-19
Evan Cole,8,0.21899999999999997,0.23800000000000002,0.7140000000000001,0.125,0,0,2018-19
Jose Alvarado,6,0.045,0.046,0.6,0,0,NA,2018-19
Michael Devoe,3,0.022000000000000002,0.039,1,0.019,0,0,2018-19
Khalid Moore,3,0.062,0.071,0.667,0,0,NA,2018-19
Sylvester Ogbonda,2,0.28600000000000003,0.33299999999999996,0.5,0,0,NA,2018-19
Kristian Sjolund,1,0.1,0.2,1,0,NA,NA,2018-19
Brandon Alston,1,0.024,0,0,0,0,NA,2018-19
Curtis Haywood II,1,0.03,0.045,1,0,0,NA,2018-19
Total,88,0.098,0.09699999999999999,0.625,0.047,0.066,0.478,2018-19
