name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tyler Rawson,20,0.23399999999999999,0.25,0.667,0.039,0.105,1,2014-15,SouthernUtah
Casey Oliverson,12,0.128,0.086,0.5,0,0,NA,2014-15,SouthernUtah
Travon Langston,6,0.07200000000000001,0.051,0.33299999999999996,0,0,NA,2014-15,SouthernUtah
Chris Thompson,5,0.21100000000000002,0.3,0.75,0,0,NA,2014-15,SouthernUtah
Juwan Major,5,0.067,0.053,0.5,0.027000000000000003,0,0,2014-15,SouthernUtah
Sherron Wilson,3,0.095,0,0,0.077,0,0,2014-15,SouthernUtah
James McGee,3,0.14300000000000002,0.28600000000000003,1,0,0,NA,2014-15,SouthernUtah
Trey Kennedy,3,0.017,0,0,0.036000000000000004,0.055999999999999994,0.5,2014-15,SouthernUtah
Race Parsons,2,0.042,0,0,0,0,NA,2014-15,SouthernUtah
Cal Hanks,2,0.071,0.105,1,0,0,NA,2014-15,SouthernUtah
John Marshall,1,0.026000000000000002,0.045,1,0,0,NA,2014-15,SouthernUtah
A.J. Hess,1,0.022000000000000002,0,0,0,0,NA,2014-15,SouthernUtah
Eric Rippetoe,1,0.5,1,1,NA,NA,NA,2014-15,SouthernUtah
Total,64,0.096,0.09300000000000001,0.564,0.013999999999999999,0.019,0.5,2014-15,SouthernUtah
