name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chad Andrews-Fulton,24,0.242,0.293,0.773,0.039,0,0,2017-18,CoppinSt.
Cedric Council,18,0.207,0.156,0.41200000000000003,0.028999999999999998,0.111,1,2017-18,CoppinSt.
Adam Traore,8,0.098,0.16699999999999998,0.75,0,0,NA,2017-18,CoppinSt.
Jordan Hardwick,6,0.33299999999999996,0.4,0.8,0,0,NA,2017-18,CoppinSt.
Lamar Morgan,3,0.024,0.048,1,0,0,NA,2017-18,CoppinSt.
Blake Simpson,2,0.667,0,0,0,0,NA,2017-18,CoppinSt.
Karonn Davis,2,0.026000000000000002,0.03,0.5,0,0,NA,2017-18,CoppinSt.
Taqwain Drummond,2,0.111,0,0,0,0,NA,2017-18,CoppinSt.
Dejuan Clayton,1,0.059000000000000004,0,0,0,0,NA,2017-18,CoppinSt.
Joel Boyce,1,0.067,0.111,1,0,0,NA,2017-18,CoppinSt.
Total,67,0.12,0.14300000000000002,0.607,0.006999999999999999,0.006999999999999999,0.33299999999999996,2017-18,CoppinSt.
