start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.105,0.45,0.298,0.5489999999999999,0.17,0.24100000000000002,0.532,0.308,2017-18,CoppinSt.
"Rebound, 11-30 s",0.257,0.408,0.24600000000000002,0.47600000000000003,0.256,0.28,0.498,0.293,2017-18,CoppinSt.
"Opp score, 0-10 s",0.027999999999999997,0.467,0.304,0.429,0.109,0.4,0.5870000000000001,0.33299999999999996,2017-18,CoppinSt.
"Opp score, 11-30 s",0.41600000000000004,0.41200000000000003,0.213,0.451,0.308,0.312,0.479,0.306,2017-18,CoppinSt.
"Steal, 0-10 s",0.049,0.57,0.494,0.6409999999999999,0.127,0.5,0.38,0.33299999999999996,2017-18,CoppinSt.
"Steal, 11-30 s",0.027999999999999997,0.337,0.217,0.6,0.304,0.14300000000000002,0.478,0.22699999999999998,2017-18,CoppinSt.
Transition,0.182,0.485,0.35100000000000003,0.5670000000000001,0.149,0.318,0.5,0.318,2017-18,CoppinSt.
