shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39399999999999996,0.5579999999999999,0.139,0.649,2016-17
2pt Jumpers,0.263,0.355,0.079,0.386,2016-17
3pt Shots,0.342,0.337,0.006,0.33899999999999997,2016-17
