shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39299999999999996,0.58,0.087,0.635,2015-16
2pt Jumpers,0.258,0.322,0.033,0.33299999999999996,2015-16
3pt Shots,0.348,0.363,0.006,0.365,2015-16
