name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ephraim Ekanem,20,0.191,0.192,0.556,0.045,0.071,0.5,2011-12
Gaellan Bewernick,20,0.247,0.19,0.55,0,0,NA,2011-12
Durrell Norman,11,0.10400000000000001,0.066,0.4,0,0,NA,2011-12
Ben Olayinka,7,0.23800000000000002,0.33299999999999996,0.8,0.133,0.25,0.5,2011-12
Stallon Saldivar,7,0.051,0.033,0.33299999999999996,0.057,0.091,0.33299999999999996,2011-12
Michael Dunn,5,0.122,0.154,0.8,0,0,NA,2011-12
James Douglas,4,0.027000000000000003,0.025,0.5,0.01,0,0,2011-12
Max Jacobsen,3,0.2,0.4,1,0.03,0,0,2011-12
Danny Cheek,2,0,0,NA,0.04,0,0,2011-12
Total,79,0.128,0.125,0.569,0.016,0.013999999999999999,0.3,2011-12
