shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.37799999999999995,0.564,0.098,0.626,2014-15,TexasSt.
2pt Jumpers,0.284,0.33899999999999997,0.038,0.35200000000000004,2014-15,TexasSt.
3pt Shots,0.33799999999999997,0.301,0.004,0.302,2014-15,TexasSt.
