name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ken Horton,46,0.237,0.24600000000000002,0.738,0.06,0.1,0.5,2011-12,CentralConn.St.
Joe Efese,15,0.24100000000000002,0.20600000000000002,0.5,0.048,0.1,1,2011-12,CentralConn.St.
David Simmons,12,0.25,0.294,0.833,0,0,NA,2011-12,CentralConn.St.
Terrell Allen,10,0.4,0.385,0.5,0,0,NA,2011-12,CentralConn.St.
Robby Ptacek,6,0.027999999999999997,0.052000000000000005,1,0.013999999999999999,0.02,0.5,2011-12,CentralConn.St.
Adonis Burbage,4,0.16699999999999998,0.25,0.667,0.045,0,0,2011-12,CentralConn.St.
De'Angelo Speech,4,0.21100000000000002,0.2,0.25,0,0,NA,2011-12,CentralConn.St.
Kyle Vinales,3,0.018000000000000002,0.021,0.5,0.006,0.017,1,2011-12,CentralConn.St.
Mark LaPorte,1,0.5,NA,0,0,NA,NA,2011-12,CentralConn.St.
Shelton Mickell,1,0.05,0,0,0,NA,NA,2011-12,CentralConn.St.
Total,102,0.141,0.168,0.6559999999999999,0.018000000000000002,0.028999999999999998,0.556,2011-12,CentralConn.St.
