name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Isaiah Sykes,43,0.135,0.18,0.725,0.034,0.08,0.667,2013-14
Tristan Spurlock,35,0.301,0.308,0.588,0.042,0,0,2013-14
Staphon Blair,26,0.255,0.218,0.5,0.111,0.14300000000000002,0.5,2013-14
Kasey Wilson,20,0.18600000000000003,0.17600000000000002,0.474,0.034,0,0,2013-14
Eugene McCrory,19,0.237,0.231,0.5,0.071,0,0,2013-14
Justin McBride,15,0.452,0.455,0.7140000000000001,0.14300000000000002,0,0,2013-14
Calvin Newell,4,0.035,0.034,0.5,0,0,NA,2013-14
Matt Williams,3,0.2,0,0,0.14300000000000002,0.5,1,2013-14
Brandon Goodwin,2,0.051,0.05,0.5,0,0,NA,2013-14
Daiquan Walker,2,0.028999999999999998,0.048,1,0.034,0.125,1,2013-14
Dylan Karell,1,0.111,0,0,0,NA,NA,2013-14
Total,170,0.172,0.185,0.589,0.04,0.057999999999999996,0.455,2013-14
