name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Alessandro Lever,24,0.14400000000000002,0.105,0.45799999999999996,0,0,NA,2019-20,GrandCanyon
Carlos Johnson,13,0.077,0.096,0.727,0.025,0.065,1,2019-20,GrandCanyon
Lorenzo Jenkins,9,0.121,0.11599999999999999,0.7140000000000001,0.024,0.077,1,2019-20,GrandCanyon
Bryce Okpoh,9,0.321,0.28600000000000003,0.444,0,0,NA,2019-20,GrandCanyon
Isiah Brown,6,0.076,0.075,0.6,0,0,NA,2019-20,GrandCanyon
J.J. Rhymes,6,0.121,0.15,0.75,0.133,0,0,2019-20,GrandCanyon
Mikey Dixon,5,0.038,0.077,1,0.021,0.067,1,2019-20,GrandCanyon
Blacksher Jovan,5,0.057,0.062,0.6,0,0,NA,2019-20,GrandCanyon
Louis Bangai,2,0.667,NA,0,0,0,NA,2019-20,GrandCanyon
Total,79,0.10800000000000001,0.10300000000000001,0.565,0.013000000000000001,0.022000000000000002,0.667,2019-20,GrandCanyon
