name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Johnny Wang,17,0.263,0.265,0.6,0.083,0,0,2018-19,CalSt.Fullerton
Jackson Rowe,14,0.077,0.08,0.6920000000000001,0.024,0.071,1,2018-19,CalSt.Fullerton
Khalil Ahmad,9,0.017,0.009000000000000001,0.33299999999999996,0.051,0.061,0.4,2018-19,CalSt.Fullerton
Josh Pitts,6,0.273,0.316,1,0,0,NA,2018-19,CalSt.Fullerton
Austen Awosika,6,0.065,0.08900000000000001,0.8,0.012,0.033,1,2018-19,CalSt.Fullerton
Dominik Heinzl,5,0.25,0.25,0.75,0.067,0,0,2018-19,CalSt.Fullerton
Davon Clare,4,0.065,0.031,0.33299999999999996,0.043,0,0,2018-19,CalSt.Fullerton
Amel Kuljuhovic,4,0.19,0.3,0.75,0,0,NA,2018-19,CalSt.Fullerton
Jamal Smith,3,0.079,0.091,0.667,0,0,NA,2018-19,CalSt.Fullerton
Allman Kyle,2,0.017,0.016,0.5,0,0,NA,2018-19,CalSt.Fullerton
Wayne Arnold,2,0,0,NA,0.053,0,0,2018-19,CalSt.Fullerton
Total,72,0.076,0.083,0.672,0.026000000000000002,0.024,0.33299999999999996,2018-19,CalSt.Fullerton
