shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.369,0.544,0.121,0.619,2018-19
2pt Jumpers,0.27399999999999997,0.325,0.069,0.349,2018-19
3pt Shots,0.35600000000000004,0.324,0.004,0.325,2018-19
