name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Emmanuel Egbuta,22,0.17800000000000002,0.18100000000000002,0.684,0.075,0.071,0.33299999999999996,2019-20
Shakem Johnson,21,0.121,0.129,0.722,0.057,0,0,2019-20
Carlos Marshall,14,0.096,0.122,0.75,0.036000000000000004,0.054000000000000006,0.667,2019-20
Jy&#X27;Lan Washington,13,0.152,0.16399999999999998,0.75,0.071,0.2,1,2019-20
Wesley Harris,12,0.133,0.121,0.7,0.016,0,0,2019-20
Ben Kone,8,0.2,0.231,0.75,0,0,NA,2019-20
Jon Brown,4,0.111,0.077,0.5,0,0,NA,2019-20
Ravel Moody,3,0.15,0.25,1,0,0,NA,2019-20
Michael Littlejohn,1,0,0,NA,0,0,NA,2019-20
Mark Freeman,1,0,0,NA,0,0,NA,2019-20
Total,99,0.11800000000000001,0.131,0.72,0.024,0.023,0.364,2019-20
