start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.094,0.516,0.414,0.556,0.191,0.414,0.395,0.35,2012-13
"Rebound, 11-30 s",0.24,0.486,0.303,0.653,0.33899999999999997,0.371,0.35700000000000004,0.302,2012-13
"Score, 0-10 s",0.052000000000000005,0.512,0.39299999999999996,0.636,0.179,0.467,0.429,0.278,2012-13
"Score, 11-30 s",0.402,0.467,0.247,0.615,0.387,0.337,0.366,0.336,2012-13
"Steal, 0-10 s",0.059000000000000004,0.6409999999999999,0.615,0.797,0.10400000000000001,0.4,0.281,0.259,2012-13
"Steal, 11-30 s",0.027000000000000003,0.36,0.233,0.3,0.395,0.294,0.37200000000000005,0.312,2012-13
Transition,0.205,0.551,0.467,0.665,0.163,0.426,0.37,0.309,2012-13
