shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.337,0.632,0.07,0.68,2011-12
2pt Jumpers,0.31,0.38,0.071,0.409,2011-12
3pt Shots,0.353,0.371,0.006,0.374,2011-12
