name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jahad Thomas,26,0.079,0.081,0.7,0.048,0.02,0.16699999999999998,2016-17,UMassLowell
Tyler Livingston,16,0.161,0.172,0.7140000000000001,0.040999999999999995,0,0,2016-17,UMassLowell
Ryan Jones,8,0.05,0.044000000000000004,0.5,0.019,0,0,2016-17,UMassLowell
Cameron Wolter,8,0.121,0.105,0.5710000000000001,0.022000000000000002,0.059000000000000004,1,2016-17,UMassLowell
Rinardo Perry,7,0.077,0.065,0.4,0.087,0,0,2016-17,UMassLowell
Stefan Borovac,4,0.10800000000000001,0,0,0,NA,NA,2016-17,UMassLowell
Matt Harris,3,0.024,0,0,0.069,0.091,0.5,2016-17,UMassLowell
Logan Primerano,2,0.03,0,0,0,0,NA,2016-17,UMassLowell
Jordan Shea,2,0.091,0.16699999999999998,1,0,0,NA,2016-17,UMassLowell
Connor Bennett,2,0.667,0.5,0.5,NA,NA,NA,2016-17,UMassLowell
Total,78,0.08199999999999999,0.077,0.5710000000000001,0.035,0.02,0.214,2016-17,UMassLowell
