name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dennis Tunstall,30,0.35700000000000004,0.28600000000000003,0.56,0.078,0.038,0.2,2018-19,Towson
Nakye Sanders,17,0.147,0.122,0.6,0.07400000000000001,0.081,0.429,2018-19,Towson
Solomon Uyaelunmo,16,0.214,0.244,0.733,0.026000000000000002,0.053,1,2018-19,Towson
Brian Fobbs,12,0.07200000000000001,0.048,0.4,0.013999999999999999,0.017,0.5,2018-19,Towson
Alex Thomas,8,0.28600000000000003,0.133,0.25,0,0,NA,2018-19,Towson
Allen Betrand,5,0.105,0.125,0.5,0.016,0.042,1,2018-19,Towson
Jakigh Dottin,4,0.035,0.024,0.33299999999999996,0.02,0,0,2018-19,Towson
Nicolas Timberlake,3,0.125,0,0,0.048,0,0,2018-19,Towson
Tobias Howard,2,0.033,0,0,0.009000000000000001,0,0,2018-19,Towson
Jordan McNeil,1,0.023,0.042,1,0,0,NA,2018-19,Towson
Yagizhan Selcuk,1,0,0,NA,0.33299999999999996,0,0,2018-19,Towson
Total,99,0.132,0.11599999999999999,0.519,0.027999999999999997,0.025,0.35,2018-19,Towson
