name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jerrell Wright,44,0.19899999999999998,0.214,0.7,0.052000000000000005,0.069,0.5,2013-14
Steve Zack,30,0.25,0.26899999999999996,0.56,0.046,0.042,0.4,2013-14
Rohan Brown,10,0.28600000000000003,0.125,0.25,0.2,0,0,2013-14
Tyreek Duren,4,0.025,0.016,0.33299999999999996,0.011000000000000001,0,0,2013-14
Khalid Lewis,3,0.043,0,0,0.039,0,0,2013-14
Tyrone Garland,3,0.016,0.017,0.5,0.008,0,0,2013-14
Sam Mills,2,0,0,NA,0.054000000000000006,0.125,0.5,2013-14
Jermaine Davis,2,0.28600000000000003,0.25,0.5,NA,NA,NA,2013-14
Hank Davis,1,0.5,1,1,NA,NA,NA,2013-14
D.J. Peterson,1,0,0,NA,0,0,NA,2013-14
Total,100,0.121,0.129,0.585,0.033,0.028999999999999998,0.294,2013-14
