shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.361,0.6509999999999999,0.11,0.732,2017-18
2pt Jumpers,0.263,0.39899999999999997,0.08,0.433,2017-18
3pt Shots,0.377,0.34700000000000003,0.008,0.35,2017-18
