name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Cameron Ridley,34,0.28,0.228,0.6,0.063,0.059000000000000004,0.25,2014-15
Jonathan Holmes,24,0.267,0.275,0.55,0.065,0.048,0.25,2014-15
Myles Turner,21,0.233,0.233,0.7140000000000001,0.053,0,0,2014-15
Connor Lammert,13,0.414,0.348,0.667,0,0,NA,2014-15
Prince Ibeh,11,0.2,0.154,0.5,0.375,0.5,0.33299999999999996,2014-15
Demarcus Holland,8,0.083,0.065,0.5,0.023,0,0,2014-15
Kendal Yancy,4,0.07,0.115,1,0.016,0.045,1,2014-15
Javan Felix,4,0,0,NA,0.055,0.033,0.25,2014-15
Jordan Barnett,3,0.154,0,0,0.091,0,0,2014-15
Isaiah Taylor,2,0,0,NA,0.016,0.023,0.5,2014-15
Brandon Allums,2,1,1,0.5,0,NA,NA,2014-15
Danny Newsome,1,0.33299999999999996,0,0,NA,NA,NA,2014-15
Total,127,0.17300000000000001,0.163,0.5920000000000001,0.044000000000000004,0.027999999999999997,0.222,2014-15
