start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.12,0.547,0.436,0.6920000000000001,0.19,0.324,0.374,0.32799999999999996,2013-14,Georgetown
"Rebound, 11-30 s",0.235,0.40700000000000003,0.29100000000000004,0.5489999999999999,0.386,0.29600000000000004,0.32299999999999995,0.27399999999999997,2013-14,Georgetown
"Opp score, 0-10 s",0.042,0.405,0.444,0.5,0.20600000000000002,0.308,0.349,0.22699999999999998,2013-14,Georgetown
"Opp score, 11-30 s",0.395,0.495,0.303,0.564,0.359,0.392,0.337,0.36200000000000004,2013-14,Georgetown
"Steal, 0-10 s",0.062,0.6579999999999999,0.696,0.7340000000000001,0.12,0.545,0.185,0.294,2013-14,Georgetown
"Steal, 11-30 s",0.027000000000000003,0.588,0.225,0.778,0.525,0.429,0.25,0.5,2013-14,Georgetown
Transition,0.22399999999999998,0.551,0.509,0.6759999999999999,0.174,0.36200000000000004,0.317,0.302,2013-14,Georgetown
