name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Marvin Jones,23,0.175,0.11800000000000001,0.529,0.111,0,0,2016-17
Kevin Scott,22,0.17800000000000002,0.18600000000000003,0.722,0.04,0.038,0.25,2016-17
Derrick Griffin,22,0.254,0.22899999999999998,0.733,0.35,0.444,0.5710000000000001,2016-17
Stephan Bennett,16,0.26,0.2,0.462,0.17600000000000002,0.14300000000000002,0.33299999999999996,2016-17
Zach Lofton,11,0.051,0.063,0.778,0.015,0.049,1,2016-17
Lamont Walker,9,0.185,0.111,0.4,0.138,0.273,0.75,2016-17
Dulani Robinson,2,0.071,0.111,0.5,0,0,NA,2016-17
Tyree Bynum,2,0.182,0.2,0.5,0,0,NA,2016-17
Demontrae Jefferson,2,0.01,0.018000000000000002,1,0.009000000000000001,0,0,2016-17
Jalan McCloud,2,0.024,0.038,1,0,0,NA,2016-17
Total,111,0.115,0.111,0.631,0.046,0.059000000000000004,0.40700000000000003,2016-17
