name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Isaiah Miles,27,0.282,0.3,0.75,0.038,0,0,2015-16
Deandre Bembry,19,0.114,0.08199999999999999,0.5,0.045,0,0,2015-16
Pierfrancesco Oliva,12,0.256,0.23800000000000002,0.5,0.182,0,0,2015-16
James Demery,8,0.08800000000000001,0.068,0.5,0,0,NA,2015-16
Aaron Brown,6,0.085,0.079,0.5,0,0,NA,2015-16
Papa Ndao,3,0.375,0.4,0.667,0,0,NA,2015-16
Javon Baumann,1,0.2,0,0,0,NA,NA,2015-16
Lamarr Kimble,1,0,0,NA,0.034,0,0,2015-16
Shavar Newkirk,1,0.024,0.05,1,0,0,NA,2015-16
Brendan Casper,1,1,NA,0,0,0,NA,2015-16
Markell Lodge,1,0.2,0.25,1,NA,NA,NA,2015-16
Total,80,0.13699999999999998,0.132,0.594,0.028999999999999998,0,0,2015-16
