name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tavrion Dawson,17,0.098,0.087,0.5710000000000001,0.016,0,0,2017-18
Zeno Lake,10,0.222,0.231,0.5,0.235,0.3,0.75,2017-18
Lyrik Shreiner,8,0.079,0.094,0.7140000000000001,0.013999999999999999,0.033,1,2017-18
Theus Reggie,6,0.064,0.047,0.4,0.009000000000000001,0,0,2017-18
Micheal Warren,5,0.054000000000000006,0.08900000000000001,1,0.013999999999999999,0,0,2017-18
Terrell Gomez,3,0,0,NA,0.013000000000000001,0.034,1,2017-18
Carl Brown,2,0.182,0.28600000000000003,1,0,0,NA,2017-18
Jalon Pipkins,1,0.055999999999999994,0.111,1,0,0,NA,2017-18
Jonathan Guevara,1,0,0,NA,0,0,NA,2017-18
Mahamadou Kaba-Camara,1,0.059000000000000004,0.071,1,0,0,NA,2017-18
Total,54,0.073,0.08199999999999999,0.65,0.018000000000000002,0.022000000000000002,0.455,2017-18
