shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.375,0.557,0.11599999999999999,0.63,2019-20,EasternIll.
2pt Jumpers,0.3,0.327,0.08900000000000001,0.359,2019-20,EasternIll.
3pt Shots,0.325,0.35700000000000004,0.017,0.363,2019-20,EasternIll.
