name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
George Dixon,33,0.183,0.226,0.8,0.036000000000000004,0.037000000000000005,0.33299999999999996,2019-20,EasternIll.
JaQualis Matlock,16,0.203,0.14,0.429,0.071,0,0,2019-20,EasternIll.
Jordan Skipper-Brown,15,0.146,0.11599999999999999,0.615,0.044000000000000004,0.055999999999999994,0.5,2019-20,EasternIll.
Deang Deang,4,0.094,0.111,0.667,0.04,0,0,2019-20,EasternIll.
Marvin Johnson,4,0.03,0.055,1,0.012,0,0,2019-20,EasternIll.
Josiah Wallace,3,0.011000000000000001,0.018000000000000002,1,0.004,0,0,2019-20,EasternIll.
Mack Smith,3,0.038,0.025,0.5,0,0,NA,2019-20,EasternIll.
Shareef Smith,2,0,0,NA,0,0,NA,2019-20,EasternIll.
Braxton Shaw,1,0.14300000000000002,0.25,1,0,0,NA,2019-20,EasternIll.
Total,81,0.099,0.10800000000000001,0.687,0.016,0.008,0.2,2019-20,EasternIll.
