name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jesse Reed,5,0.034,0.011000000000000001,0.2,0,0,NA,2014-15,American
Jalen Rhea,3,0.3,0.25,0.667,0,0,NA,2014-15,American
Marko Vasic,3,0.039,0.038,0.667,0,0,NA,2014-15,American
Kevin Panzer,3,0.062,0,0,0,0,NA,2014-15,American
Gabe Brown,2,0.2,0,0,0,0,NA,2014-15,American
John Schoof,2,0.027000000000000003,0.043,1,0,0,NA,2014-15,American
Pee Wee Gardner,1,0.01,0,0,0,0,NA,2014-15,American
Charlie Jones,1,0.015,0,0,0,0,NA,2014-15,American
Zach Elcano,1,0.038,0.062,1,0,0,NA,2014-15,American
Total,21,0.037000000000000005,0.024,0.381,0,0,NA,2014-15,American
