name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tevin Prescott,25,0.18899999999999997,0.184,0.7,0.263,0.276,0.5329999999999999,2013-14,Winthrop
Larry Brown,18,0.188,0.179,0.583,0.076,0.09699999999999999,0.5,2013-14,Winthrop
James Bourne,9,0.067,0.1,1,0.133,0.11800000000000001,0.33299999999999996,2013-14,Winthrop
"KEON,MOORE",8,0,0,NA,0.10800000000000001,0.133,0.5710000000000001,2013-14,Winthrop
Joab Jerome,7,0.023,0.045,1,0.054000000000000006,0.114,0.8,2013-14,Winthrop
Jarad Scott,6,0.15,0.154,0.667,0.13,0.273,1,2013-14,Winthrop
Keon Moore,4,0.115,0.067,0.33299999999999996,0.038,0,0,2013-14,Winthrop
Josh Davenport,3,0.044000000000000004,0.038,0.5,0.025,0,0,2013-14,Winthrop
Donovan Carter,2,0,0,NA,0.222,0,0,2013-14,Winthrop
Andre Smith,1,0,0,NA,0,0,NA,2013-14,Winthrop
Brandon Vega,1,0.022000000000000002,0.042,1,0,0,NA,2013-14,Winthrop
Keon Johnson,1,0,0,NA,0.013000000000000001,0.037000000000000005,1,2013-14,Winthrop
Christian Farmer,1,0,0,NA,0.067,0,0,2013-14,Winthrop
Total,86,0.069,0.08199999999999999,0.667,0.076,0.098,0.521,2013-14,Winthrop
