shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.527,0.632,0.048,0.664,2012-13
2pt Jumpers,0.23199999999999998,0.358,0.039,0.373,2012-13
3pt Shots,0.24100000000000002,0.391,0.025,0.401,2012-13
