name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Aaron Fuller,26,0.306,0.325,0.684,0.156,0.071,0.14300000000000002,2012-13
Dewayne Dedmon,24,0.28,0.245,0.5710000000000001,0.031,0.051,0.667,2012-13
Eric Wise,22,0.196,0.23199999999999998,0.722,0.022000000000000002,0.028999999999999998,0.5,2012-13
Omar Oraby,14,0.156,0.152,0.7140000000000001,0,0,NA,2012-13
Byron Wesley,10,0.044000000000000004,0.033,0.5,0.05,0.083,0.5,2012-13
James Blasczyk,5,0.308,0.222,0.5,0.053,0,0,2012-13
J.T. Terrell,3,0.042,0.07400000000000001,1,0.011000000000000001,0,0,2012-13
Ari Stewart,3,0,0,NA,0.136,0.125,0.33299999999999996,2012-13
Renaldo Woolridge,3,0.5,0.667,0.667,0,0,NA,2012-13
Total,110,0.14800000000000002,0.16,0.659,0.033,0.034,0.36,2012-13
