name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tymell Murphy,42,0.17600000000000002,0.161,0.6409999999999999,0.036000000000000004,0.034,0.33299999999999996,2012-13
Jerome Frink,29,0.161,0.17600000000000002,0.652,0.086,0,0,2012-13
Malik Smith,8,0.043,0.053,0.5,0.033,0,0,2012-13
PORCHER,6,0.105,0.158,0.75,0.095,0,0,2012-13
Ivan Jurkovic,6,0.20800000000000002,0.2,0.6,0.071,0.33299999999999996,1,2012-13
Deric Hill,5,0.055,0.028999999999999998,0.25,0.04,0.14300000000000002,1,2012-13
DE,5,0.25,0.222,0.667,0.25,0.33299999999999996,0.5,2012-13
Cameron Bell,5,0.078,0.032,0.2,0,0,NA,2012-13
Juan Ferrales,3,0.065,0.14300000000000002,1,0.05,0.25,1,2012-13
Tola Akomolafe,3,0.07,0.08,0.667,0,0,NA,2012-13
Gaby Belardo,1,0,0,NA,0.027000000000000003,0.111,1,2012-13
Total,113,0.126,0.132,0.611,0.047,0.048,0.316,2012-13
