name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Isaiah Miller,553,0.459,0.447,0.316,0.634,0.225,0.46799999999999997,0.363,0.085,0.215,0.235,0.643,0.24600000000000002,0.537,2019-20,UNCGreensboro
Angelo Allegri,213,0.53,0.514,0.16399999999999998,0.5710000000000001,0.4,0.188,0.4,0.062,0.648,0.355,0.9179999999999999,0.16,0.706,2019-20,UNCGreensboro
James Dickey,204.99999999999997,0.5660000000000001,0.5710000000000001,0.551,0.735,0.446,0.429,0.386,0.17600000000000002,0.02,0,NA,0.424,0.517,2019-20,UNCGreensboro
Kaleb Hunter,202.99999999999997,0.587,0.562,0.429,0.736,0.45299999999999996,0.251,0.392,0.15,0.32,0.308,0.9,0.36,0.6990000000000001,2019-20,UNCGreensboro
Kyrin Galloway,196,0.558,0.541,0.122,0.833,0.55,0.061,0.16699999999999998,0.5,0.816,0.35,0.9640000000000001,0.138,0.778,2019-20,UNCGreensboro
Malik Massey,175,0.449,0.39399999999999996,0.177,0.5479999999999999,0.47100000000000003,0.217,0.184,0,0.606,0.28300000000000003,0.833,0.349,0.738,2019-20,UNCGreensboro
Keyshaun Langley,151,0.613,0.5660000000000001,0.166,0.72,0.33299999999999996,0.179,0.33299999999999996,0.222,0.6559999999999999,0.39399999999999996,0.513,0.285,0.907,2019-20,UNCGreensboro
Hueitt Michael,114.99999999999999,0.534,0.526,0.043,0.6,0,0.087,0.2,0.5,0.87,0.37,0.649,0.087,0.7,2019-20,UNCGreensboro
Mohammed Abdulsalam,105,0.49100000000000005,0.505,0.7140000000000001,0.5870000000000001,0.386,0.28600000000000003,0.3,0.222,0,NA,NA,0.28600000000000003,0.36700000000000005,2019-20,UNCGreensboro
Bas Leyte,49,0.543,0.531,0.429,0.5710000000000001,0.667,0.14300000000000002,0.28600000000000003,0.5,0.429,0.381,1,0.38799999999999996,0.579,2019-20,UNCGreensboro
",MICHAEL",40,0.5740000000000001,0.562,0.05,1,0.5,0.125,0.8,0.75,0.825,0.33299999999999996,0.818,0.05,1,2019-20,UNCGreensboro
Kobe Langley,22,0.308,0.273,0.273,0.833,0,0.318,0.14300000000000002,0,0.409,0,NA,0.22699999999999998,0.6,2019-20,UNCGreensboro
Khyre Thompson,4,0.461,0.25,0.5,0.5,0,0,NA,NA,0.5,0,NA,0.75,1,2019-20,UNCGreensboro
Ryan Tankelewicz,2,0.75,0.75,0,NA,NA,0,NA,NA,1,0.5,0,0,NA,2019-20,UNCGreensboro
"STAIR,ETHAN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-20,UNCGreensboro
Total,2032.9999999999998,0.519,0.501,0.29600000000000004,0.6659999999999999,0.375,0.282,0.348,0.14,0.42200000000000004,0.325,0.792,0.261,0.632,2019-20,UNCGreensboro
