name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tyrell Nelson,24,0.129,0.122,0.706,0.044000000000000004,0.034,0.28600000000000003,2016-17,Gardner-Webb
Brandon Miller,22,0.19699999999999998,0.20800000000000002,0.769,0.18,0.071,0.111,2016-17,Gardner-Webb
L'Hassane Niangane,18,0.325,0.261,0.462,0.294,0.25,0.2,2016-17,Gardner-Webb
DJ Laster,18,0.147,0.13,0.643,0.061,0.05,0.25,2016-17,Gardner-Webb
Laquincy Rideau,11,0.042,0.047,0.7140000000000001,0.044000000000000004,0.048,0.25,2016-17,Gardner-Webb
Jamaal Robateau,4,0.054000000000000006,0.081,1,0.025,0,0,2016-17,Gardner-Webb
David Efianayi,4,0.021,0.011000000000000001,0.33299999999999996,0,0,NA,2016-17,Gardner-Webb
Eric Jamison,2,0.14300000000000002,0.222,1,0,0,NA,2016-17,Gardner-Webb
Liam O'Reilly,2,0.021,0,0,0,0,NA,2016-17,Gardner-Webb
Patrick Zek,1,0.083,0.111,1,0,0,NA,2016-17,Gardner-Webb
Matthew Rodden,1,0,0,NA,0.2,0.5,1,2016-17,Gardner-Webb
Total,107,0.092,0.091,0.662,0.055999999999999994,0.042,0.226,2016-17,Gardner-Webb
