name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tres Tinkle,19,0.073,0.098,0.7859999999999999,0.046,0,0,2019-20,OregonSt.
Kylor Kelley,17,0.086,0.076,0.667,0.062,0.069,0.4,2019-20,OregonSt.
Sean Miller-Moore,11,0.22899999999999998,0.22899999999999998,0.727,0,0,NA,2019-20,OregonSt.
Alfred Hollins,10,0.15,0.17600000000000002,0.667,0.04,0,0,2019-20,OregonSt.
Roman Silva,8,0.25,0.25,0.625,0,0,NA,2019-20,OregonSt.
Ethan Thompson,4,0.039,0.017,0.25,0,0,NA,2019-20,OregonSt.
Zach Reichle,4,0.08,0.031,0.25,0,0,NA,2019-20,OregonSt.
Payton Dastrup,3,0.16699999999999998,0.14300000000000002,0.5,0.083,0,0,2019-20,OregonSt.
Dearon Tucker,3,0.6,1,0.667,0,0,NA,2019-20,OregonSt.
Jarod Lucas,3,0.33299999999999996,0.667,1,0,0,NA,2019-20,OregonSt.
Total,82,0.1,0.106,0.652,0.027999999999999997,0.013000000000000001,0.182,2019-20,OregonSt.
