shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.395,0.531,0.168,0.639,2019-20,OregonSt.
2pt Jumpers,0.24100000000000002,0.392,0.062,0.418,2019-20,OregonSt.
3pt Shots,0.364,0.34700000000000003,0.011000000000000001,0.35100000000000003,2019-20,OregonSt.
