shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.40299999999999997,0.529,0.193,0.655,2018-19
2pt Jumpers,0.193,0.337,0.084,0.368,2018-19
3pt Shots,0.405,0.385,0.024,0.39399999999999996,2018-19
