name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Samuel Idowu,29,0.19,0.2,0.667,0,0,NA,2018-19
Quinn Taylor,20,0.145,0.2,0.7,0,0,NA,2018-19
KC Ndefo,11,0.08,0.057,0.364,0,0,NA,2018-19
Manny Dixon,8,0.146,0.087,0.33299999999999996,0.077,0.1,0.5,2018-19
Davauhnte Turner,7,0.044000000000000004,0.037000000000000005,0.429,0,0,NA,2018-19
Derrick  Woods,5,0.10800000000000001,0.154,1,0.048,0.111,1,2018-19
Klay Brown,5,0.294,0.375,0.6,0,0,NA,2018-19
Majur Majak,3,0.273,0.28600000000000003,0.667,0,0,NA,2018-19
Dallas  Watson,1,0.02,0,0,0,0,NA,2018-19
Cameron Jones,1,0,0,NA,0.059000000000000004,0.125,1,2018-19
Total,90,0.11199999999999999,0.126,0.595,0.012,0.024,0.75,2018-19
